index,category,command_kor,command_eng,connected_devices,gt
45,7,"15분마다 온도를 측정해서 25도 이상이면 에어컨을 냉방 모드로 켜고, 25도 미만이면 꺼줘.","Measure the temperature every 15 minutes; turn on the air conditioner in cool mode if it's 25 degrees or higher, and turn it off if it's below 25 degrees.","{'Temp': {'category': ['TemperatureSensor'], 'tags': ['Inside', 'TemperatureSensor']}, 'AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['Main', 'AirConditioner', 'Switch']}, 'Fan': {'category': ['AirPurifier'], 'tags': ['Main', 'AirPurifier']}}","{""name"": """", 
""cron"": """", 
""period"": 900000, 
""script"": ""\nif ((#TemperatureSensor).temperaturesensor_temperature >= 25) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n} else {\n\n    (#AirConditioner).switch_off()\n}""}"
46,7,오후 10시부터 11시까지 5분마다 체크해서 충전이 완료되면 꺼줘.,Check every 5 minutes from 10 PM to 11 PM and turn it off when charging is complete.,"{'Charger': {'category': ['Charger', 'Switch'], 'tags': ['Main', 'Charger', 'Switch']}, 'Phone': {'category': ['Charger'], 'tags': ['Phone', 'Charger']}}","{""name"": """", 
""cron"": ""*/5 22 * * *"", 
""period"": 0, 
""script"": ""\nif ((#Charger).charger_chargingstate == \""fullyCharged\"") {\n\n    (#Charger).switch_off()\n\n}""}"
47,7,오전 8시에 고효율 태그가 붙은 공기청정기를 켜고 자동모드로 설정해줘.,"At 8 AM, turn on the high-efficiency tagged air purifier and set it to auto mode.","{'Eff_AP': {'category': ['AirPurifier', 'Switch'], 'tags': ['HighEfficiency', 'AirPurifier', 'Switch']}, 'Low_AP': {'category': ['AirPurifier', 'Switch'], 'tags': ['LowEfficiency', 'AirPurifier', 'Switch']}, 'Speaker': {'category': ['Speaker'], 'tags': ['Main', 'Speaker']}}","{""name"": """", 
""cron"": ""0 8 * * *"", 
""period"": 0, 
""script"": ""\n(#HighEfficiency #AirPurifier).switch_on()\n\n(#HighEfficiency #AirPurifier).airpurifier_setairpurifiermode(\""auto\"")""}"
48,7,오후 6시에 창문이 하나라도 열려있으면 모두 닫아줘.,"At 6 PM, if any window is open, close all of them.","{'Window_1': {'category': ['WindowCovering'], 'tags': ['LivingRoom', 'Window', 'WindowCovering']}, 'Window_2': {'category': ['WindowCovering'], 'tags': ['Bedroom', 'Window', 'WindowCovering']}, 'Door_1': {'category': ['Door'], 'tags': ['Entrance', 'Door']}}","{""name"": """", 
""cron"": ""0 18 * * *"", 
""period"": 0, 
""script"": ""\nif (all(#Window).armrobot_currentposition >| 0) {\n\n    all(#Window).windowcovering_downorclose()\n\n}""}"
49,7,오후 1시에 블라인드를 모두 열어줘.,"At 1 PM, open all blinds.","{'Blind_1': {'category': ['WindowCovering'], 'tags': ['Main', 'Blind', 'WindowCovering']}, 'Blind_2': {'category': ['WindowCovering'], 'tags': ['Sub', 'Blind', 'WindowCovering']}, 'Curtain': {'category': ['WindowCovering'], 'tags': ['Bedroom', 'Curtain', 'WindowCovering']}}","{""name"": """", 
""cron"": ""0 13 * * *"", 
""period"": 0, 
""script"": ""\nall(#Blind).windowcovering_uporopen()""}"
50,7,오후 6시부터 8시까지 1층에 사람이 감지되면 1층 불을 다 켜줘.,"Every hour from 6 PM to 8 PM, if someone is detected on the 1st floor, turn on all 1st floor lights.","{'F1_Presence': {'category': ['PresenceSensor'], 'tags': ['Floor1', 'PresenceSensor']}, 'F1_Light': {'category': ['Light', 'Switch'], 'tags': ['Floor1', 'Light', 'Switch']}, 'F2_Presence': {'category': ['PresenceSensor'], 'tags': ['Floor2', 'PresenceSensor']}}","{""name"": """", 
""cron"": ""0 18 * * *"", 
""period"": 100, 
""script"": ""\nif ((#Clock).clock_hour >= 20) {\n\n    break\n\n}\n\nif ((#Floor1 #PresenceSensor).presencesensor_presence == true) {\n\n    all(#Floor1 #Light).switch_on()\n\n}""}"
1,8,1시간마다 문을 열었다 닫았다 반복해줘.,"Every hour, repeat opening and closing the door.",,"{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nopen := false\n\nif (open == false) {\n\n    (#Door).door_open()\n\n    open = true\n\n} else {\n\n    (#Door).door_close()\n\n    open = false\n\n}""}"
2,8,오후 1시부터 3시까지 5분마다 벨브를 열었다 닫았다 반복해줘.,"Every 5 minutes from 1 PM to 3 PM, repeat opening and closing the valve.",,"{""name"": """", 
""cron"": ""*/5 13-14 * * *"", 
""period"": 0, 
""script"": ""\nopen := false\n\nif (open == false) {\n\n    (#Valve).valve_open()\n\n    open = true\n\n} else {\n\n    (#Valve).valve_close()\n\n    open = false\n\n}""}"
3,8,30분마다 거실 공기청정기를 수면모드와 자동모드 사이에서 전환해줘.,"Every 30 minutes, toggle the living room air purifier between sleep mode and auto mode.",,"{""name"": """", 
""cron"": """", 
""period"": 1800000,
""script"": ""\nmode := 0\n\nif (mode == 0) {\n\n    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")\n\n    mode = 1\n\n} else {\n\n    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\n\n    mode = 0\n\n}""}"
4,8,10분마다 창문을 열었다 닫았다 반복해줘.,Repeat opening and closing the window every 10 minutes.,,"{""name"": """", 
""cron"": """", 
""period"": 600000,
""script"": ""\nopen := false\n\nif (open == false) {\n\n    (#Window).windowcovering_uporopen()\n\n    open = true\n\n} else {\n\n    (#Window).windowcovering_downorclose()\n\n    open = false\n\n}""}"
5,8,30분마다 공기청정기를 수면모드와 강풍모드 사이에서 전환해줘.,"Every 30 minutes, toggle the air purifier between sleep mode and high speed mode.",,"{""name"": """", 
""cron"": """", 
""period"": 1800000,
""script"": ""\nmode := 0\n\nif (mode == 0) {\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")\n\n    mode = 1\n\n} else {\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n\n    mode = 0\n\n}""}"
6,8,습도가 30% 이하로 떨어질 때마다 가습기를 켜줘.,"Whenever the humidity level drops to 30% or below, turn on the humidifier.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#HumiditySensor).humiditysensor_humidity <= 30) {\n    if (triggered == false) {\n        (#Humidifier).switch_on()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
7,8,비가 그칠 때마다 창문을 열어줘.,"Whenever the rain stops, open the window.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#RainSensor).rainsensor_rain == false) {\n    if (triggered == false) {\n        (#Window).windowcovering_uporopen()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
8,8,소리 센서 값이 30을 넘길 때마다 공기 청정기를 수면모드로 바꿔줘.,"Every time the sound sensor value exceeds 30, set the air purifier to sleep mode.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#SoundSensor).soundsensor_sound > 30) {\n    if (triggered == false) {\n        (#AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
9,8,습도가 50% 밑으로 떨어질 때마다 제습기를 건조모드로 작동해줘.,"Each time the humidity drops below 50%, set the dehumidifier to drying mode.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#HumiditySensor).humiditysensor_humidity < 50) {\n    if (triggered == false) {\n        (#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
10,8,창문이 열릴 때마다 스피커로 '창문이 열렸습니다'라고 말해줘.,"Whenever the window opens, make the speaker speak 'The window is open'.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#Window).armrobot_currentposition > 0) {\n    if (triggered == false) {\n        (#Speaker).speaker_speak(\""창문이 열렸습니다.\"")\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
11,8,움직임이 감지될 때마다 조명의 밝기를 10씩 높여줘. 최대 밝기가 되면 그만해.,"Whenever motion is detected, increase the light brightness by 10. If it reaches max, stop it.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#MotionSensor).motionsensor_motion == true) {\n    if (triggered == false) {\n        new = (#Light).light_currentbrightness + 10\n        if (new >= 100) { (#Light).light_movetobrightness(100, 0); break; }\n        else { (#Light).light_movetobrightness(new, 0); }\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
12,8,조도가 100룩스 미만이 될 때마다 조명을 켜줘.,"Each time the brightness level falls below 100 lux, turn on the light.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#LightSensor).lightsensor_brightness < 100) {\n    if (triggered == false) {\n        (#Light).switch_on()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
13,8,미세먼지 농도가 80보다 높아질 때마다 공기청정기를 강풍으로 설정해줘.,"Every time the fine dust level goes above 80, set the air purifier to high speed.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#AirQualitySensor).airqualitysensor_finedustlevel > 80) {\n    if (triggered == false) {\n        (#AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
14,8,이산화탄소 농도가 900ppm 이상이 될때마다 벨브를 닫아줘.,"Each time the carbon dioxide level reaches 900ppm or higher, close the valve.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#AirQualitySensor).airqualitysensor_carbondioxide >= 900) {\n    if (triggered == false) {\n        (#Valve).valve_close()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
15,8,온도가 30도 이상이 될 때마다 블라인드를 닫아줘.,"Whenever the temperature becomes 30 degrees or higher, close the blind.",,"{""name"": """", ""cron"": """", ""period"": 100, ""script"": ""triggered := false\nif ((#TemperatureSensor).temperaturesensor_temperature >= 30) {\n    if (triggered == false) {\n        (#Blind).windowcovering_downorclose()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
16,8,"문이 열리면 이후에 1분마다 스피커로 ""어서오세요""를 출력해줘.","When the door opens, make the speaker speak ""Welcome"" every minute thereafter.",,"{""name"": """", 
""cron"": """", 
""period"": 60000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#Door).door_doorstate == \""open\"")\n\n    active = 1\n\n}\n\n(#Speaker).speaker_speak(\""어서오세요\"")""}"
17,8,접촉센서가 닫히면 10초마다 경찰 사이렌을 울려줘.,"When the contact sensor is closed, sound the police siren every 10 seconds.",,"{""name"": """", 
""cron"": """", 
""period"": 10000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#ContactSensor).contactsensor_contact == true)\n\n    active = 1\n\n}\n\n(#Siren).siren_setsirenmode(\""police\"")""}"
18,8,현관문이 열리면 그 후부터 5분마다 금고를 체크해서 잠겨있지 않으면 스피커로 금고가 열려있다고 출력해줘.,"Once the entrance door is opened, check the safe every 5 minutes and announce ""The safe is open"" through the speaker if it's not locked.",,"{""name"": """", 
""cron"": """", 
""period"": 300000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#Entrance #Door).door_doorstate == \""open\"")\n\n    active = 1\n\n}\n\nif ((#Safe).safe_safestate != \""locked\"") {\n\n    (#Speaker).speaker_speak(\""금고가 열려있습니다\"")\n\n}""}"
19,8,"누수가 감지되면 즉시 밸브를 잠그고 1분마다 스피커로 ""누수가 감지되었습니다. 대피하세요""라고 출력해줘.","When a leak is detected, close the valve immediately and give a warning broadcast through the speaker every minute.",,"{""name"": """", 
""cron"": """", 
""period"": 60000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#LeakSensor).leaksensor_leakage == true)\n\n    (#Valve).valve_close()\n\n    active = 1\n\n}\n\n(#Speaker).speaker_speak(\""누수가 감지되었습니다. 대피하세요\"")""}"
20,8,연기가 감지되면 1분마다 긴급 사이렌을 5초간 울려줘.,"When smoke is detected, sound the emergency siren for 5 seconds every minute.",,"{""name"": """", 
""cron"": """", 
""period"": 60000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#SmokeDetector).smokedetector_smoke == true)\n\n    active = 1\n\n}\n\n(#Siren).siren_setsirenmode(\""fire\"")\n\ndelay(5 SEC)\n\n(#Siren).switch_off()""}"
21,8,"자정이 되면 문을 닫고, 오전 6시까지 한 시간마다 조명을 체크해서 밝기가 30보다 크면 10으로 낮춰줘.","At midnight, close the door and check the light every hour until 6 AM; if the brightness is greater than 30, lower it to 10.",,"{""name"": """", 
""cron"": ""0 0 * * *"", 
""period"": 3600000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    (#Door).door_close()\n\n    active = 1\n\n}\n\nif ((#Clock).clock_hour == 6) {\n\n    break\n\n}\n\nif ((#Light).lightsensor_brightness > 30) {\n\n    (#Light).light_movetobrightness(10)\n\n}""}"
22,8,"충전기 전압이 4V 이하로 떨어지면 30분마다 ""충전 전압이 낮습니다""라고 스피커로 말해줘.","When the charger voltage drops to 4V or lower, speak ""The charging voltage is low"" through the speaker every 30 minutes.",,"{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#Charger).charger_voltage <= 4000)\n\n    active = 1\n\n}\n\n(#Speaker).speaker_speak(\""충전 전압이 낮습니다\"")""}"
23,8,"연기가 감지되면 스피커로 화재를 알리고, 이후 5분마다 test@example.com으로 ""화재 경고""라는 제목과 ""화재가 발생했습니다. 대피하세요""라는 내용의 이메일을 보내줘.","When a smoke is detected, announce it through the speaker and send an email every 5 minutes to ""test@example.com"" with the subject ""Fire Warning"" and the content ""A fire has occurred. Please evacuate."".",,"{""name"": """", 
""cron"": """", 
""period"": 300000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#SmokeDetector).smokedetector_smoke == true)\n\n    (#Speaker).speaker_speak(\""화재 발생! 즉시 대피하세요.\"" )\n\n    active = 1\n\n}\n\n(#EmailProvider).emailprovider_sendmail(\""test@example.com\"", \""화재 경고\"", \""화재가 발생했습니다. 대피하세요.\"")""}"
24,8,건조가 끝나면 10분마다 '세탁물을 꺼내세요'라고 스피커로 말해줘.,"When the drying is finished, say 'Please take out the laundry' through the speaker every 10 minutes.",,"{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#LaundryDryer).laundrydryer_spinspeed == 0)\n\n    active = 1\n\n}\n\n(#Speaker).speaker_speak(\""세탁물을 꺼내세요\"")""}"
25,8,움직임이 감지되면 그 뒤로 10초마다 사진을 찍어줘.,"If motion is detected, capture an image every 10 seconds thereafter.",,"{""name"": """", 
""cron"": """", 
""period"": 10000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#MotionSensor).motionsensor_motion == true)\n\n    active = 1\n\n}\n\n(#Camera).camera_captureimage()""}"
26,8,"습도가 50% 이상이 될 때마다, 그룹1 태그가 붙은 제습기를 모두 건조모드로 작동시켜.","Whenever the humidity reaches 50% or higher, set all dehumidifiers with the Group 1 tag to drying mode.","{'G1_Humidity': {'category': 'HumiditySensor', 'tags': ['Group1', 'HumiditySensor']}, 'G1_Dehum': {'category': 'Dehumidifier', 'tags': ['Group1', 'Dehumidifier']}, 'G2_Dehum': {'category': 'Dehumidifier', 'tags': ['Group2', 'Dehumidifier']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#HumiditySensor).humiditysensor_humidity\n\ncurr = (#HumiditySensor).humiditysensor_humidity\n\nif (prev < 50 and curr >= 50) {\n\n    all(#Group1 #Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n\n}\n\nprev = curr""}"
27,8,조도가 200럭스보다 낮아질 때마다 모든 조명을 켜줘.,"Whenever the brightness drops below 200 lux, turn on all lights.","{'LightSens': {'category': 'LightSensor', 'tags': ['LightSensor']}, 'LR_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}, 'Out_Light': {'category': ['Light', 'Switch'], 'tags': ['Outdoor', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#LightSensor).lightsensor_brightness\n\ncurr = (#LightSensor).lightsensor_brightness\n\nif (prev >= 200 and curr < 200) {\n \n    all(#Light).switch_on()\n\n}\n\nprev = curr""}"
28,8,"상단부에 있는 조명이 켜질 때마다, 하단부에 있는 조명도 켜줘.","Whenever a light in the upper part is turned on, turn on a light in the lower part as well.","{'Up_Light': {'category': ['Light', 'Switch'], 'tags': ['Top', 'Light', 'Switch']}, 'Down_Light': {'category': ['Light', 'Switch'], 'tags': ['Bottom', 'Light', 'Switch']}, 'Mid_Light': {'category': ['Light', 'Switch'], 'tags': ['Middle', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#Top #Light).switch_switch\n\ncurr = (#Top #Light).switch_switch\n\nif (prev == false and curr == true) {\n\n    (#Bottom #Light).switch_on()\n\n}\n\nprev = curr""}"
29,8,"조명 태그가 붙은 버튼이 눌릴때마다, 홀수 태그가 붙은 모든 조명의 밝기를 최대로 밝혀줘.","Whenever the button with the 'Light' tag is pressed, set the brightness of all lights with 'Odd' tags to maximum.","{'L_Button': {'category': 'Button', 'tags': ['Light', 'Button']}, 'Odd_Light': {'category': ['Light', 'LevelControl'], 'tags': ['Odd', 'Light', 'LevelControl']}, 'Even_Light': {'category': ['Light', 'LevelControl'], 'tags': ['Even', 'Light', 'LevelControl']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#Light #Button).button_button\n\ncurr = (#Light #Button).button_button\n\nif (prev != \""pushed\"" and curr == \""pushed\"") {\n\n    all(#Odd #Light).light_movetobrightness(100, 0)\n\n}\n\nprev = curr""}"
30,8,"로봇 태그가 붙은 버튼이 눌릴때마다, 짝수 태그 로봇청소기들을 모두 자동모드로 작동시켜줘.","Every time the button with the 'Robot' tag is pressed, set all robot vacuum cleaners with 'Even' tags to auto mode.","{'R_Button': {'category': 'Button', 'tags': ['Robot', 'Button']}, 'Even_Robot': {'category': 'RobotVacuumCleaner', 'tags': ['Even', 'RobotVacuumCleaner']}, 'Odd_Robot': {'category': 'RobotVacuumCleaner', 'tags': ['Odd', 'RobotVacuumCleaner']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#Robot #Button).button_button\n\ncurr = (#Robot #Button).button_button\n\nif (prev != \""pushed\"" and curr == \""pushed\"") {\n\n    all(#Even #RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")\n\n}\n\nprev = curr""}"
31,8,"문이 열릴 때마다, 복도와 거실의 조명을 모두 켜줘.","Each time the door is opened, turn on all lights in the hallway and living room.","{'Door_1': {'category': 'Door', 'tags': ['Door']}, 'Hall_Light': {'category': ['Light', 'Switch'], 'tags': ['Hallway', 'Light', 'Switch']}, 'LR_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}, 'Kitchen_Light': {'category': ['Light', 'Switch'], 'tags': ['Kitchen', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#Door).door_doorstate\n\ncurr = (#Door).door_doorstate\n\nif (prev != \""open\"" and curr == \""open\"") {\n\n    all(#Hallway #Light).switch_on()\n\n    all(#LivingRoom #Light).switch_on()\n\n}\n\nprev = curr""}"
32,8,중단 태그가 달린 버튼이 눌릴때마다 짝수 태그가 붙은 장치들을 모두 꺼줘.,"Whenever the button with the 'Stop' tag is pressed, turn off all devices with 'Even' tags.","{'Stop_Button': {'category': 'Button', 'tags': ['Stop', 'Button']}, 'Even_Charger': {'category': ['Charger', 'Switch'], 'tags': ['Even', 'Charger', 'Switch']}, 'Even_Light': {'category': ['Light', 'Switch'], 'tags': ['Even', 'Light', 'Switch']}, 'Odd_Charger': {'category': ['Charger', 'Switch'], 'tags': ['Odd', 'Charger', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#Stop #Button).button_button\n\ncurr = (#Stop #Button).button_button\n\nif (prev != \""pushed\"" and curr == \""pushed\"") {\n\n    all(#Even).switch_off()\n\n}\n\nprev = curr""}"
33,8,"비가 올때마다, 모든 창문과 문을 닫아줘","Whenever it rains, close all windows and doors.","{'Rain': {'category': 'RainSensor', 'tags': ['RainSensor']}, 'Win': {'category': 'WindowCovering', 'tags': ['Window', 'WindowCovering']}, 'Door': {'category': 'Door', 'tags': ['Door']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#RainSensor).rainsensor_rain\n\ncurr = (#RainSensor).rainsensor_rain\n\nif (prev == false and curr == true) {\n\n    all(#Window).windowcovering_downorclose()\n\n    all(#Door).door_close()\n\n}\n\nprev = curr""}"
34,8,도어락이 잠길때마다 입구의 조명을 최대밝기로 10초 유지하다가 꺼줘.,"Whenever the door lock is locked, turn on the entrance light at maximum brightness for 10 seconds and then turn it off.","{'DoorLock': {'category': 'DoorLock', 'tags': 'DoorLock'}, 'Ent_Light': {'category': ['Light', 'LevelControl', 'Switch'], 'tags': ['Entrance', 'Light', 'LevelControl', 'Switch']}, 'Hall_Light': {'category': ['Light', 'LevelControl', 'Switch'], 'tags': ['Hallway', 'Light', 'LevelControl', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#DoorLock).doorlock_doorlockstate\n\ncurr = (#DoorLock).doorlock_doorlockstate\n\nif (prev != \""closed\"" and curr == \""closed\"") {\n\n    (#Entrance #Light).levelcontrol_movetolevel(100, 0)\n\n    delay(10 SEC)\n\n    (#Entrance #Light).switch_off()\n\n}\n\nprev = curr""}"
35,8,입구에 움직임이 감지될 때마다 입구 조명을 최대밝기로 켰다가 3초 뒤에 꺼줘.,"Whenever motion is detected at the entrance, turn on the entrance light at maximum brightness and then turn it off after 3 seconds.","{'Ent_Pres': {'category': 'PresenceSensor', 'tags': ['Entrance', 'PresenceSensor']}, 'Ent_Light': {'category': ['Light', 'LevelControl', 'Switch'], 'tags': ['Entrance', 'Light', 'LevelControl', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#Entrance #PresenceSensor).presencesensor_presence\n\ncurr = (#Entrance #PresenceSensor).presencesensor_presence\n\nif (prev == false and curr == true) {\n\n    (#Entrance #Light).levelcontrol_movetolevel(100, 0)\n\n    delay(3 SEC)\n\n    (#Entrance #Light).switch_off()\n\n}\n\nprev = curr""}"
36,8,조도가 50럭스 미만으로 떨어질 때마다 주차장의 모든 쉐이드를 열어줘.,"Whenever the brightness drops below 50 lux, open all shades in the parking lot.","{'Light_S': {'category': 'LightSensor', 'tags': ['LightSensor']}, 'P_Shade': {'category': 'WindowCovering', 'tags': ['ParkingLot', 'Shade', 'WindowCovering']}, 'G_Shade': {'category': 'WindowCovering', 'tags': ['Garden', 'Shade', 'WindowCovering']}}","{""name"": """", 
""cron"": """", 
""period"": 100, 
""script"": ""\nprev := (#LightSensor).lightsensor_brightness\n\ncurr = (#LightSensor).lightsensor_brightness\n\nif (prev >= 50 and curr < 50) {\n\n    all(#ParkingLot #Shade).windowcovering_uporopen()\n\n}\n\nprev = curr""}"
37,8,서버 랙 습도가 70%보다 높아지면 연구실 제습기를 제습모드로 설정하고 1시간마다 습도를 다시 체크해서 50% 밑이면 제습기를 꺼줘.,"When the server rack humidity becomes higher than 70%, set the lab dehumidifier to dehumidifying mode and check the humidity every hour; turn it off if it's below 50%.","{'SR_Humid': {'category': 'HumiditySensor', 'tags': ['ServerRack', 'HumiditySensor']}, 'Lab_Dehum': {'category': ['Dehumidifier', 'Switch'], 'tags': ['Lab', 'Dehumidifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#ServerRack #HumiditySensor).humiditysensor_humidity > 70)\n\n    (#Lab #Dehumidifier).dehumidifier_setdehumidifiermode(\""dehumidifying\"")\n\n    active = 1\n\n}\n\nif ((#ServerRack #HumiditySensor).humiditysensor_humidity < 50) {\n\n    (#Lab #Dehumidifier).switch_off()\n\n}""}"
38,8,"주차장 이산화탄소 농도가 880ppm보다 높아지면, 10초마다 ""CO2 농도 위험""이라고 주차장 스피커로 출력해줘.","When the carbon dioxide level in the parking lot exceeds 880 ppm, speak ""CO2 level danger"" through the parking lot speaker every 10 seconds.","{'P_AQ': {'category': 'AirQualitySensor', 'tags': ['ParkingLot', 'AirQualitySensor']}, 'P_Speaker': {'category': 'Speaker', 'tags': ['ParkingLot', 'Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 10000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#ParkingLot #AirQualitySensor).airqualitysensor_carbondioxide > 880)\n\n    active = 1\n\n}\n\n(#ParkingLot #Speaker).speaker_speak(\""CO2 농도 위험\"")""}"
39,8,"거실에서 연기가 감지되면 모든 화재 경보를 울리고, 10초마다 스피커로 ""대피하세요""라고 출력해줘.","When smoke is detected in the living room, sound all fire alarms. Then, speak ""Please evacuate"" through the speaker every 10 seconds.","{'LR_Smoke': {'category': 'SmokeDetector', 'tags': ['LivingRoom', 'SmokeDetector']}, 'LR_Siren': {'category': 'Siren', 'tags': ['LivingRoom', 'Siren']}, 'Bedroom_Siren': {'category': 'Siren', 'tags': ['Bedroom', 'Siren']}, 'Speaker': {'category': 'Speaker', 'tags': ['Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 10000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#LivingRoom #SmokeDetector).smokedetector_smoke == true)\n\n    all(#Siren).siren_setsirenmode(\""fire\"")\n\n    active = 1\n\n}\n\n(#Speaker).speaker_speak(\""대피하세요\"")""}"
40,8,"1층에서 재실센서가 하나라도 감지되면, 1분마다 모든 긴급 사이렌을 3초간 울렸다 꺼줘.","When any presence sensor on the 1st floor detects presence, sound all emergency sirens for 3 seconds every minute and then turn them off.","{'F1_Pres': {'category': 'PresenceSensor', 'tags': ['Floor1', 'PresenceSensor']}, 'F1_Siren': {'category': ['Siren', 'Switch'], 'tags': ['Floor1', 'Siren', 'Switch']}, 'F2_Siren': {'category': ['Siren', 'Switch'], 'tags': ['Floor2', 'Siren', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 60000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until (all(#Floor1 #PresenceSensor).presencesensor_presence ==| true)\n\n    active = 1\n\n}\n\nall(#Siren).siren_setsirenmode(\""emergency\"")\n\ndelay(3 SEC)\n\nall(#Siren).switch_off()""}"
41,8,로비에서 움직임이 감지되면 30초마다 로비 사진을 찍어줘.,"When motion is detected in the lobby, capture an image of the lobby every 30 seconds.","{'Lobby_Mot': {'category': 'MotionSensor', 'tags': ['Lobby', 'MotionSensor']}, 'Lobby_Cam': {'category': 'Camera', 'tags': ['Lobby', 'Camera']}}","{""name"": """", 
""cron"": """", 
""period"": 30000, 
""script"": ""\nactive := 0\n\nif (active == 0) {\n\n    wait until ((#Lobby #MotionSensor).motionsensor_motion == true)\n\n    active = 1\n\n}\n\n(#Lobby #Camera).camera_captureimage()""}"
